freq [Hz],Z [Ohm],Phase,R [Ohm],X [Ohm]
100000,2.599192,-1.665726E+02,-2.528144,2.636916e-06
100000,1.348242,-1.571732E+02,-1.24265,3.042852e-06
100000,0.8438894,-1.488396E+02,-0.7221347,3.644836e-06
100000,0.6762666,-1.407135E+02,-0.5234232,3.716741e-06
100000,0.5972645,-1.457908E+02,-0.4939318,4.739687e-06
100000,0.4752726,-1.439558E+02,-0.384288,5.691125e-06
100000,0.5154472,-1.557107E+02,-0.4698201,7.506393e-06
100000,0.6374065,-1.721687E+02,-0.6314618,1.832508e-05
100000,1.119843,+1.675758E+02,-1.093618,-6.605796e-06
100000,1.356637,+1.671175E+02,-1.32249,-5.261916e-06
100000,2.242301,-1.702872E+02,-2.21016,4.207126e-06
100000,5.487294,-1.773861E+02,-5.481585,6.359952e-06
100000,43.95131,+1.658694E+02,-42.62142,-1.483275e-07
100000,2.551989,-1.652061E+02,-2.467392,2.442407e-06
100000,1.395403,-1.584107E+02,-1.297509,3.099777e-06
100000,0.9801283,-1.486557E+02,-0.8370858,3.121652e-06
100000,0.7921982,-1.500018E+02,-0.6860762,4.018277e-06
100000,0.5772732,-1.456973E+02,-0.4768689,4.892089e-06
100000,0.5608438,-1.514611E+02,-0.4926975,5.939816e-06
100000,0.6067162,-1.659259E+02,-0.5885038,1.078729e-05
100000,0.9383603,+1.691020E+02,-0.9214371,-8.971111e-06
100000,1.091409,-1.669393E+02,-1.063175,6.452921e-06
100000,1.472689,-1.609293E+02,-1.391862,3.307616e-06
100000,2.392376,-1.781191E+02,-2.391087,2.026916e-05
100000,7.281846,+1.780746E+02,-7.277735,-6.505383e-06
100000,44.16034,+1.643833E+02,-42.53013,-1.338789e-07
100000,2.601635,-1.681137E+02,-2.545851,2.970088e-06
100000,1.474096,-1.580183E+02,-1.366934,2.884449e-06
100000,1.073937,-1.561371E+02,-0.9821332,3.663276e-06
100000,0.6977135,-1.506249E+02,-0.6080063,4.650304e-06
