freq [Hz],Z [Ohm],Phase,R [Ohm],X [Ohm]
100000,32.20707,-7.869129E-01,32.20403,3.598144e-06
100000,49.45403,-8.455807E-01,49.44864,2.180729e-06
100000,62.42039,-1.056264E+00,62.40979,1.383147e-06
100000,69.23219,-3.544319E-01,69.23087,3.716248e-06
100000,74.34754,-1.039006E+00,74.33531,1.180544e-06
100000,75.20487,-1.258121E+00,75.18674,9.638496e-07
100000,79.04049,-2.037535E+00,78.99052,5.663431e-07
100000,78.57688,-3.370131E+00,78.44099,3.445495e-07
100000,79.02495,-4.482044E+00,78.78328,2.577184e-07
100000,71.12257,-6.003840E+00,70.73246,2.139446e-07
100000,65.26278,-5.951395E+00,64.91103,2.352013e-07
100000,51.57936,-3.954555E+00,51.45655,4.474186e-07
100000,33.61868,-2.924926E+00,33.57488,9.277606e-07
100000,31.3797,-1.317833E+00,31.3714,2.205321e-06
100000,50.01708,-1.236451E+00,50.00543,1.474624e-06
100000,60.1135,-3.022614E-01,60.11267,5.018686e-06
100000,67.59242,-1.054620E+00,67.58097,1.279302e-06
100000,70.32582,-1.232689E+00,70.30955,1.051981e-06
100000,75.8995,-1.996795E+00,75.85341,6.018084e-07
100000,77.02409,-3.311032E+00,76.89551,3.577622e-07
100000,79.21445,-4.450733E+00,78.97558,2.589069e-07
100000,73.66976,-6.238479E+00,73.23351,1.988077e-07
100000,70.86972,-6.289491E+00,70.44316,2.04993e-07
100000,60.72996,-4.323696E+00,60.55712,3.476137e-07
100000,48.22401,-2.907165E+00,48.16194,6.50723e-07
100000,28.90316,-2.198754E+00,28.88188,1.435249e-06
100000,32.71918,-1.409689E+00,32.70928,1.977246e-06
100000,48.63188,-1.141905E-01,48.63178,1.642071e-05
100000,59.47531,-9.728310E-01,59.46674,1.576121e-06
100000,64.85726,-1.045352E+00,64.84647,1.345073e-06
100000,72.42168,-1.831561E+00,72.38468,6.875857e-07
100000,75.26643,-3.126196E+00,75.15442,3.877401e-07
100000,79.14667,-4.327846E+00,78.92099,2.664719e-07
100000,75.74812,-5.974438E+00,75.33669,2.018651e-07
100000,75.60586,-6.073079E+00,75.18154,1.98972e-07
100000,68.22012,-4.145081E+00,68.04167,3.227574e-07
100000,59.27739,-2.329143E+00,59.22841,6.606589e-07
100000,46.10571,-1.376301E+00,46.09241,1.437197e-06
100000,32.1788,-1.148303E+00,32.17233,2.468002e-06
100000,30.74958,-3.841095E-01,30.74889,7.720613e-06
100000,47.71215,-1.425155E+00,47.69739,1.341209e-06
100000,56.76783,-1.321406E+00,56.75273,1.215746e-06
100000,66.99827,-2.064685E+00,66.95477,6.593552e-07
100000,71.81237,-3.437732E+00,71.68315,3.696001e-07
100000,77.45751,-4.373827E+00,77.23193,2.69426e-07
100000,76.17933,-5.929013E+00,75.77182,2.022547e-07
100000,78.39707,-6.102536E+00,77.95282,1.909651e-07
100000,73.32533,-4.063210E+00,73.14103,3.063258e-07
100000,66.9463,-2.430835E+00,66.88606,5.605199e-07
100000,57.36396,-1.434244E+00,57.34599,1.108475e-06
100000,49.53778,-1.054087E+00,49.5294,1.746442e-06
100000,31.48959,-1.925891E+00,31.4718,1.503923e-06
100000,32.18642,-3.086981E+00,32.13971,9.182191e-07
100000,47.54882,-2.095055E+00,47.51703,9.15597e-07
100000,61.35173,-2.703708E+00,61.28344,5.499426e-07
100000,68.71849,-3.665559E+00,68.57791,3.62264e-07
100000,76.35974,-4.309756E+00,76.14382,2.773545e-07
100000,77.07116,-5.754502E+00,76.68278,2.059555e-07
100000,81.59032,-5.924279E+00,81.15456,1.889917e-07
100000,78.49303,-4.219567E+00,78.28027,2.755728e-07
100000,74.07918,-2.645840E+00,74.00021,4.654118e-07
100000,67.06746,-1.666765E+00,67.03908,8.158641e-07
100000,62.58753,-1.221250E+00,62.57331,1.193118e-06
100000,50.20731,-1.647156E+00,50.18657,1.10281e-06
100000,32.89451,-2.037109E+00,32.87373,1.36112e-06
100000,30.36348,-1.248939E+00,30.35626,2.40483e-06
100000,50.18914,-1.730612E+00,50.16625,1.050024e-06
100000,60.82699,-2.532150E+00,60.7676,5.92241e-07
100000,70.9533,-3.084989E+00,70.85048,4.167987e-07
100000,73.83519,-4.532291E+00,73.60431,2.727813e-07
100000,80.52586,-5.103953E+00,80.20657,2.221648e-07
100000,79.3952,-3.536059E+00,79.24404,3.25016e-07
100000,76.71277,-1.962449E+00,76.66777,6.058452e-07
100000,71.71202,-9.165987E-01,71.70284,1.387363e-06
100000,69.61744,-3.827262E-01,69.61589,3.42247e-06
100000,60.48571,-5.635785E-01,60.48279,2.675115e-06
100000,48.92532,-4.571796E-01,48.92376,4.07687e-06
100000,30.89321,-1.015904E+00,30.88835,2.905694e-06
100000,33.70827,-2.276868E+00,33.68166,1.188455e-06
100000,49.9815,-2.673052E+00,49.92712,6.827844e-07
100000,63.24604,-2.885034E+00,63.16588,4.999678e-07
100000,68.93564,-4.655778E+00,68.70817,2.844361e-07
100000,78.02375,-5.559630E+00,77.65672,2.105483e-07
100000,78.81774,-4.134979E+00,78.61257,2.800416e-07
100000,77.94835,-2.616680E+00,77.86708,4.472354e-07
100000,74.57571,-1.558657E+00,74.54812,7.846e-07
100000,74.42483,-1.053861E+00,74.41224,1.162696e-06
100000,67.66528,-1.227006E+00,67.64976,1.098407e-06
100000,59.55756,-1.151018E+00,59.54554,1.330311e-06
100000,47.66441,-1.690277E+00,47.64367,1.132019e-06
100000,32.08437,-3.440403E+00,32.02655,8.266104e-07
100000,30.2532,-1.762157E+00,30.23889,1.710784e-06
100000,49.23471,-2.037789E+00,49.20358,9.090836e-07
100000,58.7,-4.351891E+00,58.53076,3.573093e-07
100000,71.05992,-5.735950E+00,70.70412,2.240982e-07
100000,74.17395,-4.404639E+00,73.95488,2.793887e-07
100000,75.11983,-2.784408E+00,75.03115,4.361404e-07
100000,73.63894,-1.631673E+00,73.60908,7.590333e-07
100000,75.20008,-1.052331E+00,75.18739,1.152383e-06
100000,70.36206,-1.173999E+00,70.34729,1.103995e-06
100000,64.85659,-1.003445E+00,64.84665,1.401256e-06
100000,56.69848,-1.333970E+00,56.68312,1.20577e-06
100000,47.32846,-2.056903E+00,47.29797,9.369145e-07
100000,30.21277,-1.320467E+00,30.20474,2.285931e-06
100000,33.26932,-2.007138E+00,33.24891,1.365873e-06
100000,49.1623,-4.764371E+00,48.99243,3.897675e-07
100000,65.88274,-6.577020E+00,65.44915,2.109095e-07
100000,72.19877,-5.402973E+00,71.87799,2.341122e-07
100000,75.30899,-3.760049E+00,75.14689,3.222658e-07
100000,75.58597,-2.580047E+00,75.50935,4.677575e-07
100000,78.91594,-1.925505E+00,78.87138,6.002266e-07
100000,75.82054,-2.047333E+00,75.77214,5.875702e-07
100000,72.29536,-1.889071E+00,72.25607,6.678251e-07
100000,66.78726,-2.133926E+00,66.74094,6.399856e-07
100000,60.9814,-2.784837E+00,60.90938,5.37176e-07
100000,49.77838,-1.878536E+00,49.75163,9.753498e-07
100000,33.62603,-2.686165E+00,33.58908,1.009935e-06
100000,30.69249,-6.347809E+00,30.50432,4.690029e-07
100000,54.58176,-8.393207E+00,53.99717,1.99766e-07
100000,65.06129,-7.228869E+00,64.54414,1.944028e-07
100000,71.0115,-5.391499E+00,70.69734,2.385314e-07
100000,73.38652,-4.073466E+00,73.20113,3.053011e-07
100000,78.4099,-3.280481E+00,78.28141,3.547086e-07
100000,76.90832,-3.343311E+00,76.77743,3.548454e-07
100000,75.14611,-3.150454E+00,75.03254,3.853736e-07
100000,71.58077,-3.497795E+00,71.44743,3.644365e-07
100000,68.29119,-3.704861E+00,68.14848,3.60669e-07
100000,60.37264,-2.666081E+00,60.3073,5.667428e-07
100000,49.75504,-2.927754E+00,49.6901,6.262678e-07
100000,30.14855,-2.531934E+00,30.11911,1.194993e-06
100000,39.06133,-9.716058E+00,38.50104,2.414288e-07
100000,56.68774,-8.722802E+00,56.03207,1.851299e-07
100000,66.69773,-6.815597E+00,66.22639,2.010724e-07
100000,71.8709,-5.401445E+00,71.55176,2.352465e-07
100000,78.88334,-4.521858E+00,78.6378,2.559125e-07
100000,79.0604,-4.616614E+00,78.8039,2.501095e-07
100000,79.04962,-4.522619E+00,78.80348,2.553313e-07
100000,77.2378,-4.555910E+00,76.99376,2.594152e-07
100000,75.93624,-4.520602E+00,75.70001,2.659182e-07
100000,70.33245,-3.380060E+00,70.2101,3.838085e-07
100000,63.05376,-3.235685E+00,62.95324,4.471944e-07
100000,49.00685,-2.758839E+00,48.95005,6.74726e-07
100000,33.23934,-2.826385E+00,33.1989,9.710357e-07
100000,33.87431,-9.702609E+00,33.38977,2.787799e-07
100000,51.5353,-7.901176E+00,51.04606,2.246588e-07
100000,61.22409,-6.617102E+00,60.81624,2.255893e-07
100000,71.31507,-5.797170E+00,70.95034,2.209463e-07
100000,73.81884,-6.159093E+00,73.39274,2.009535e-07
100000,75.95304,-5.946648E+00,75.54432,2.022578e-07
100000,76.20839,-5.942427E+00,75.79888,2.017228e-07
100000,76.95185,-5.800087E+00,76.5579,2.046592e-07
100000,73.54673,-4.628438E+00,73.30689,2.681745e-07
100000,68.94917,-4.800051E+00,68.70735,2.75852e-07
100000,58.72846,-4.757017E+00,58.52616,3.267823e-07
100000,49.28657,-5.180003E+00,49.08528,3.576646e-07
100000,30.84098,-7.035131E+00,30.60879,4.213415e-07
100000,33.6283,-6.499023E+00,33.41219,4.181398e-07
100000,50.75621,-5.905263E+00,50.48687,3.047779e-07
100000,65.13981,-5.773822E+00,64.80934,2.428668e-07
100000,70.81077,-6.244897E+00,70.39058,2.066229e-07
100000,75.51198,-6.081602E+00,75.087,1.989412e-07
100000,78.15536,-6.103780E+00,77.71229,1.915168e-07
100000,81.14997,-5.973193E+00,80.70938,1.884668e-07
100000,79.98979,-5.208111E+00,79.65956,2.191928e-07
100000,77.83538,-5.707479E+00,77.44952,2.056079e-07
100000,71.42407,-6.460887E+00,70.97045,1.980281e-07
100000,65.81816,-6.909788E+00,65.34011,2.009951e-07
100000,54.49999,-8.829873E+00,53.85408,1.902446e-07
100000,38.96777,-1.012184E+01,38.36129,2.324016e-07
100000,31.23073,-3.384379E+00,31.17626,8.632454e-07
100000,51.53309,-3.521969E+00,51.43576,5.027413e-07
100000,60.61918,-4.109500E+00,60.46333,3.663668e-07
100000,68.18503,-3.945562E+00,68.02342,3.392253e-07
100000,73.0905,-3.952934E+00,72.91662,3.158689e-07
100000,78.12117,-4.072810E+00,77.92389,2.868439e-07
100000,78.79888,-3.472144E+00,78.65423,3.334962e-07
100000,78.61474,-4.133604E+00,78.41024,2.80858e-07
100000,74.04847,-4.609358E+00,73.80898,2.674575e-07
100000,72.18556,-5.519461E+00,71.85088,2.29228e-07
100000,65.11494,-7.395373E+00,64.57329,1.898928e-07
100000,56.60725,-8.789074E+00,55.94254,1.840061e-07
100000,33.67364,-1.025573E+01,33.13564,2.654652e-07
100000,33.63124,-2.131347E+00,33.60798,1.272465e-06
100000,48.33274,-2.449689E+00,48.28857,7.704115e-07
100000,59.38544,-2.022928E+00,59.34843,7.592288e-07
100000,66.93598,-2.178599E+00,66.8876,6.254757e-07
100000,73.92066,-2.385850E+00,73.85658,5.17201e-07
100000,76.35937,-1.812664E+00,76.32116,6.589243e-07
100000,77.89037,-2.485259E+00,77.81711,4.712198e-07
100000,75.20263,-2.883266E+00,75.10743,4.207347e-07
100000,75.544,-3.764971E+00,75.38096,3.208439e-07
100000,71.25329,-5.404108E+00,70.93659,2.37169e-07
100000,66.86043,-6.717461E+00,66.40144,2.034997e-07
100000,51.43258,-8.116985E+00,50.91732,2.191611e-07
100000,33.83411,-6.814945E+00,33.59506,3.964151e-07
100000,28.92732,-1.366363E+00,28.91909,2.30733e-06
100000,46.18535,-8.500483E-01,46.18027,2.322795e-06
100000,57.31521,-1.006904E+00,57.30636,1.580182e-06
100000,66.92425,-1.292933E+00,66.90721,1.05395e-06
100000,71.30314,-6.279001E-01,71.29886,2.036818e-06
100000,74.57981,-1.352314E+00,74.55904,9.042411e-07
100000,73.58734,-1.632289E+00,73.55747,7.59279e-07
