freq [Hz],Z [Ohm],Phase,R [Ohm],X [Ohm]
50000,31.41478,-1.306976E+00,31.40661,4.442311e-06
50000,48.59933,-1.554919E+00,48.58143,2.413726e-06
50000,61.7999,-1.833513E+00,61.76826,1.609812e-06
50000,68.64269,-1.265862E+00,68.62594,2.099072e-06
50000,74.82376,-2.169151E+00,74.77014,1.123951e-06
50000,76.99213,-2.709299E+00,76.90607,8.746439e-07
50000,82.28271,-3.466499E+00,82.13216,6.397909e-07
50000,84.28415,-4.969995E+00,83.96726,4.359289e-07
50000,86.90845,-5.861022E+00,86.45413,3.5867e-07
50000,79.5585,-6.916964E+00,78.97945,3.322202e-07
50000,71.60405,-6.840823E+00,71.0943,3.73215e-07
50000,53.99804,-4.630750E+00,53.82178,7.301571e-07
50000,33.69523,-3.052058E+00,33.64744,1.774259e-06
50000,30.72965,-2.106799E+00,30.70888,2.817669e-06
50000,49.12336,-1.973861E+00,49.09421,1.881283e-06
50000,58.94477,-1.104360E+00,58.93382,2.801843e-06
50000,67.27566,-2.008539E+00,67.23433,1.349968e-06
50000,71.10511,-2.473453E+00,71.03886,1.037297e-06
50000,78.03218,-3.222324E+00,77.9088,7.257028e-07
50000,81.50907,-4.749925E+00,81.22914,4.716041e-07
50000,86.12506,-5.679820E+00,85.70223,3.734394e-07
50000,81.71158,-6.939839E+00,81.11292,3.224053e-07
50000,77.85413,-7.162205E+00,77.24665,3.279261e-07
50000,64.27539,-5.254691E+00,64.00526,5.407417e-07
50000,49.07271,-3.677784E+00,48.97165,1.011218e-06
50000,28.66688,-3.146830E+00,28.62366,2.022728e-06
50000,31.93093,-1.901748E+00,31.91334,3.003917e-06
50000,47.18201,-5.901458E-01,47.1795,6.550051e-06
50000,58.63944,-1.619428E+00,58.61602,1.920786e-06
50000,64.74348,-2.006411E+00,64.70379,1.404254e-06
50000,73.4447,-2.728941E+00,73.36142,9.102952e-07
50000,78.58987,-4.256437E+00,78.37311,5.45707e-07
50000,84.90805,-5.257102E+00,84.55089,4.091542e-07
50000,83.13136,-6.604044E+00,82.57975,3.329354e-07
50000,82.81261,-6.967641E+00,82.20102,3.168557e-07
50000,72.52549,-5.195270E+00,72.22754,4.846958e-07
50000,60.70188,-3.373673E+00,60.59669,8.910839e-07
50000,45.87795,-2.344026E+00,45.83956,1.696397e-06
50000,31.38754,-1.533877E+00,31.37629,3.788582e-06
50000,29.70349,-7.983313E-01,29.70061,7.691236e-06
50000,46.87896,-1.973634E+00,46.85115,1.971579e-06
50000,56.35211,-2.126199E+00,56.31332,1.522504e-06
50000,67.38206,-2.754971E+00,67.30418,9.82831e-07
50000,74.33947,-4.313949E+00,74.12885,5.692312e-07
50000,82.4507,-5.168124E+00,82.11551,4.285826e-07
50000,83.18383,-6.589217E+00,82.63435,3.334708e-07
50000,86.00253,-7.104834E+00,85.34216,2.99241e-07
50000,78.48917,-5.479877E+00,78.13046,4.246729e-07
50000,69.23106,-3.828496E+00,69.07657,6.885996e-07
50000,57.59183,-2.671847E+00,57.52922,1.185653e-06
50000,48.71223,-1.753967E+00,48.68941,2.134918e-06
50000,30.77054,-2.509337E+00,30.74104,2.362749e-06
50000,31.95606,-3.569284E+00,31.89407,1.599998e-06
50000,47.10382,-2.773096E+00,47.04866,1.396758e-06
50000,61.4602,-3.117158E+00,61.36926,9.524327e-07
50000,70.51513,-4.396034E+00,70.30767,5.889191e-07
50000,80.63237,-5.075364E+00,80.31622,4.462356e-07
50000,83.71387,-6.489676E+00,83.17745,3.364196e-07
50000,89.40544,-7.088690E+00,88.72205,2.885037e-07
50000,84.43671,-5.662313E+00,84.02472,3.820804e-07
50000,77.27499,-4.240368E+00,77.06346,5.570918e-07
50000,67.89446,-3.031350E+00,67.79946,8.865535e-07
50000,62.01388,-2.008513E+00,61.97578,1.464529e-06
50000,49.34844,-2.321816E+00,49.30793,1.592174e-06
50000,32.07544,-2.402438E+00,32.04724,2.36742e-06
50000,29.58502,-1.816266E+00,29.57016,3.394643e-06
50000,49.34341,-2.007026E+00,49.31314,1.841957e-06
50000,61.51908,-3.282754E+00,61.41813,9.035709e-07
50000,73.74842,-3.962738E+00,73.5721,6.245553e-07
50000,79.4608,-5.586965E+00,79.08333,4.114644e-07
50000,88.05563,-6.545823E+00,87.48159,3.171002e-07
50000,85.47898,-5.243342E+00,85.1213,4.07485e-07
50000,80.1445,-3.722482E+00,79.97541,6.117472e-07
50000,72.68306,-2.481967E+00,72.61488,1.011299e-06
50000,68.99202,-1.379338E+00,68.97203,1.916661e-06
50000,59.25539,-1.311327E+00,59.23987,2.347317e-06
50000,47.44399,-8.704480E-01,47.43851,4.41637e-06
50000,29.8023,-1.208051E+00,29.79568,5.066056e-06
50000,33.1799,-2.444696E+00,33.1497,2.249078e-06
50000,50.39268,-3.382403E+00,50.30489,1.070612e-06
50000,65.66235,-3.856054E+00,65.5137,7.208438e-07
50000,74.34276,-5.770925E+00,73.96598,4.258172e-07
50000,86.14741,-7.038303E+00,85.49824,3.015472e-07
50000,86.21009,-5.945745E+00,85.74632,3.564414e-07
50000,82.77462,-4.529096E+00,82.51614,4.869859e-07
50000,76.94077,-3.301946E+00,76.81303,7.182682e-07
50000,74.99301,-2.215051E+00,74.93698,1.098187e-06
50000,67.37705,-2.129860E+00,67.33051,1.271188e-06
50000,58.72268,-1.767215E+00,58.69475,1.757707e-06
50000,46.8615,-2.068846E+00,46.83096,1.88158e-06
50000,31.78222,-3.586619E+00,31.71997,1.600984e-06
50000,30.35537,-3.145277E+00,30.30965,1.911157e-06
50000,50.75867,-3.341495E+00,50.67237,1.07589e-06
50000,63.56228,-5.774990E+00,63.23968,4.976886e-07
50000,79.4033,-7.467681E+00,78.72982,3.084457e-07
50000,82.61717,-6.494110E+00,82.08706,3.406537e-07
50000,81.44274,-5.071446E+00,81.12391,4.421359e-07
50000,77.30426,-3.787106E+00,77.13546,6.234163e-07
50000,76.95012,-2.613556E+00,76.87008,9.071567e-07
50000,71.08877,-2.470564E+00,71.02269,1.038748e-06
50000,64.7106,-1.976390E+00,64.67211,1.4263e-06
50000,56.23121,-2.021583E+00,56.19622,1.6047e-06
50000,46.90003,-2.597877E+00,46.85183,1.497373e-06
50000,29.39636,-1.617994E+00,29.38464,3.834953e-06
50000,33.85628,-2.863570E+00,33.814,1.881943e-06
50000,53.02106,-5.909795E+00,52.73927,5.830721e-07
50000,74.28502,-8.036993E+00,73.5554,3.064806e-07
50000,81.63761,-7.259513E+00,80.9832,3.085586e-07
50000,83.12311,-5.908167E+00,82.68158,3.720216e-07
50000,80.99195,-4.635917E+00,80.72698,4.862608e-07
50000,82.2358,-3.437865E+00,82.08781,6.454813e-07
50000,77.92517,-3.251896E+00,77.79969,7.200978e-07
50000,74.25572,-2.920854E+00,74.15925,8.412425e-07
50000,67.19968,-2.731110E+00,67.12335,9.941017e-07
50000,61.11806,-3.038594E+00,61.03214,9.825033e-07
50000,48.98817,-1.958352E+00,48.95956,1.901408e-06
50000,33.08001,-2.580039E+00,33.04647,2.137606e-06
50000,33.53739,-7.644752E+00,33.23931,7.134597e-07
50000,62.95913,-9.693101E+00,62.06031,3.00279e-07
50000,75.90526,-8.944784E+00,74.98215,2.697097e-07
50000,80.92856,-7.535939E+00,80.22957,2.999069e-07
50000,81.14494,-6.275476E+00,80.6587,3.588668e-07
50000,84.19474,-4.961228E+00,83.8793,4.37161e-07
50000,81.43856,-4.821120E+00,81.15043,4.650582e-07
50000,78.47896,-4.305599E+00,78.25747,5.4025e-07
50000,74.11552,-4.314646E+00,73.90547,5.708591e-07
50000,70.16377,-4.326660E+00,69.96381,6.013397e-07
50000,61.06349,-3.277182E+00,60.96363,9.118584e-07
50000,50.15702,-3.511068E+00,50.06288,1.036272e-06
50000,30.2334,-3.536370E+00,30.17583,1.706884e-06
50000,45.51143,-1.038537E+01,44.76584,3.879816e-07
50000,67.39243,-9.711995E+00,66.42657,2.799851e-07
50000,77.78991,-8.440145E+00,76.94743,2.787863e-07
50000,81.45789,-7.198065E+00,80.81592,3.118651e-07
50000,86.83067,-5.935473E+00,86.36517,3.545042e-07
50000,86.01394,-5.830866E+00,85.56891,3.642678e-07
50000,84.83725,-5.416691E+00,84.45841,3.974653e-07
50000,82.21457,-5.296476E+00,81.86355,4.194263e-07
50000,80.2775,-5.145736E+00,79.95397,4.420948e-07
50000,73.25751,-4.128534E+00,73.06741,6.035324e-07
50000,65.47163,-4.072452E+00,65.30632,6.845881e-07
50000,50.64234,-3.833198E+00,50.52905,9.402033e-07
50000,33.80375,-3.405915E+00,33.74405,1.585002e-06
50000,40.49053,-9.858479E+00,39.89264,4.591498e-07
50000,60.72882,-8.949153E+00,59.98955,3.369483e-07
50000,70.38182,-7.935169E+00,69.7079,3.276011e-07
50000,79.70378,-6.827626E+00,79.13854,3.359329e-07
50000,81.87134,-6.982485E+00,81.26413,3.198206e-07
50000,83.4231,-6.653622E+00,82.86123,3.293099e-07
50000,83.25982,-6.598012E+00,82.70837,3.327243e-07
50000,83.62343,-6.476835E+00,83.08971,3.374483e-07
50000,79.20755,-5.626180E+00,78.82598,4.099121e-07
50000,74.83962,-6.183160E+00,74.40425,3.94888e-07
50000,63.63959,-6.105481E+00,63.27861,4.702705e-07
50000,53.20341,-6.240739E+00,52.88812,5.50372e-07
50000,33.68332,-8.154908E+00,33.34272,6.662022e-07
50000,37.93728,-7.852589E+00,37.58154,6.141213e-07
50000,56.6027,-7.316332E+00,56.14185,4.41594e-07
50000,71.59485,-6.696154E+00,71.10646,3.812893e-07
50000,77.75757,-7.082504E+00,77.16425,3.32009e-07
50000,82.73949,-6.939881E+00,82.1333,3.18398e-07
50000,85.76301,-7.028485E+00,85.11854,3.033198e-07
50000,89.07531,-6.990131E+00,88.41322,2.936351e-07
50000,87.53049,-6.504278E+00,86.96709,3.210314e-07
50000,85.87081,-7.048588E+00,85.22184,3.020794e-07
