freq [Hz],Z [Ohm],Phase,R [Ohm],X [Ohm]
50000,2.588708,-1.700308E+02,-2.549621,7.10271e-06
50000,1.290904,-1.594285E+02,-1.208589,7.017525e-06
50000,0.8262348,-1.499314E+02,-0.7150451,7.689128e-06
50000,0.6347107,-1.416764E+02,-0.4979441,8.087442e-06
50000,0.5577876,-1.477128E+02,-0.4715429,1.068333e-05
50000,0.4692964,-1.432594E+02,-0.3760717,1.133866e-05
50000,0.4782572,-1.490892E+02,-0.4103295,1.295617e-05
50000,0.55944,-1.593688E+02,-0.5235618,1.614804e-05
50000,0.8188059,-1.615223E+02,-0.7765939,1.226584e-05
50000,1.133071,-1.732905E+02,-1.125311,2.404451e-05
50000,2.326712,-1.744721E+02,-2.315892,1.420185e-05
50000,5.660346,-1.794423E+02,-5.660077,5.777859e-05
50000,49.40487,+1.614765E+02,-46.84538,-2.028021e-07
50000,2.498731,-1.667212E+02,-2.431925,5.546115e-06
50000,1.391178,-1.594607E+02,-1.302743,6.521466e-06
50000,0.9484658,-1.487252E+02,-0.8106415,6.464592e-06
50000,0.7529627,-1.512868E+02,-0.6603753,8.799362e-06
50000,0.5652644,-1.456644E+02,-0.4667661,9.983654e-06
50000,0.5318815,-1.460206E+02,-0.4410567,1.070792e-05
50000,0.5473805,-1.533501E+02,-0.4892291,1.296469e-05
50000,0.6889411,-1.544354E+02,-0.6214934,1.070678e-05
50000,0.9477257,-1.536936E+02,-0.849576,7.578711e-06
50000,1.47389,-1.658829E+02,-1.429378,8.854535e-06
50000,2.462084,-1.756278E+02,-2.454919,1.695856e-05
50000,7.450915,+1.793923E+02,-7.450495,-4.027986e-05
50000,50.46191,+1.578786E+02,-46.74733,-1.675101e-07
50000,2.652967,-1.701006E+02,-2.613467,6.978994e-06
50000,1.442668,-1.601261E+02,-1.356747,6.490349e-06
50000,1.028347,-1.592655E+02,-0.9617424,8.742995e-06
50000,0.6581283,-1.519665E+02,-0.580912,1.029089e-05
50000,0.5747563,-1.504914E+02,-0.5002,1.124379e-05
50000,0.4946204,-1.549878E+02,-0.4482339,1.522061e-05
50000,0.7842866,-1.369835E+02,-0.5734372,5.949195e-06
50000,0.7437702,-1.453333E+02,-0.6117319,7.524021e-06
50000,0.9116533,-1.707896E+02,-0.8998996,2.181413e-05
50000,1.325588,-1.694647E+02,-1.303242,1.313305e-05
50000,2.764739,-1.770217E+02,-2.761004,2.215844e-05
50000,6.496021,+1.776498E+02,-6.490557,-1.194917e-05
50000,50.50256,+1.601305E+02,-47.49611,-1.854441e-07
50000,2.813338,-1.682332E+02,-2.754218,5.548157e-06
50000,1.667038,-1.648688E+02,-1.609243,7.314999e-06
50000,0.9541031,-1.568124E+02,-0.8770314,8.473105e-06
50000,0.6985808,-1.547106E+02,-0.63163,1.066626e-05
50000,0.7634498,-1.412162E+02,-0.5951206,6.656244e-06
50000,0.8176759,-1.340630E+02,-0.5686523,5.417474e-06
50000,0.5314609,-1.519485E+02,-0.4690278,1.27361e-05
50000,0.7333936,-1.606117E+02,-0.691803,1.307421e-05
50000,0.890897,-1.585345E+02,-0.8291024,9.76362e-06
50000,1.481093,-1.709780E+02,-1.462769,1.370511e-05
50000,2.414639,-1.765155E+02,-2.410175,2.168943e-05
50000,6.629467,+1.796765E+02,-6.629361,-8.50346e-05
50000,52.39394,+1.556081E+02,-47.71738,-1.47111e-07
50000,2.832302,-1.676678E+02,-2.766948,5.261996e-06
50000,1.327022,-1.621903E+02,-1.263428,7.842478e-06
50000,1.060531,-1.441990E+02,-0.8601471,5.130877e-06
50000,0.8712199,-1.393448E+02,-0.660946,5.607956e-06
50000,0.6371588,-1.361115E+02,-0.4591939,7.206225e-06
50000,0.5426956,-1.368382E+02,-0.3958556,8.574304e-06
50000,0.5916387,-1.473135E+02,-0.4979454,9.962437e-06
50000,0.640457,-1.400134E+02,-0.4907151,7.734177e-06
50000,0.8562015,-1.582573E+02,-0.7952883,1.003591e-05
50000,1.157835,-1.665803E+02,-1.126222,1.184572e-05
50000,2.321529,-1.725287E+02,-2.30182,1.054472e-05
50000,6.424221,+1.790607E+02,-6.423358,-3.022397e-05
50000,58.52928,+1.525029E+02,-51.91747,-1.177914e-07
50000,2.64004,-1.663227E+02,-2.565175,5.099095e-06
50000,1.566384,-1.555743E+02,-1.426189,4.914306e-06
50000,0.9255245,-1.585888E+02,-0.8616488,9.421043e-06
50000,0.8384051,-1.410044E+02,-0.6516038,6.033449e-06
50000,0.6300558,-1.387772E+02,-0.4738984,7.666431e-06
50000,0.6097405,-1.445426E+02,-0.4966626,8.999215e-06
50000,0.6185587,-1.318803E+02,-0.412935,6.911626e-06
50000,0.6656131,-1.491142E+02,-0.571224,9.316076e-06
50000,0.7748677,-1.564720E+02,-0.7104489,1.029045e-05
50000,1.297336,-1.655360E+02,-1.256217,9.823253e-06
50000,2.553121,-1.760846E+02,-2.547162,1.825831e-05
50000,7.596254,+1.776132E+02,-7.589664,-1.006189e-05
50000,63.8267,+1.486396E+02,-54.50229,-9.58283e-08
50000,2.517057,-1.701219E+02,-2.479742,7.371559e-06
50000,1.373031,-1.652316E+02,-1.327671,9.094474e-06
50000,1.055045,-1.516283E+02,-0.9283161,6.349091e-06
50000,0.7074036,-1.463880E+02,-0.5891297,8.128563e-06
50000,0.6422302,-1.484783E+02,-0.5474641,9.47995e-06
50000,0.5910861,-1.325521E+02,-0.3997279,7.310222e-06
50000,0.5875331,-1.475913E+02,-0.4960226,1.010856e-05
50000,0.5852103,-1.492169E+02,-0.5027607,1.062789e-05
50000,0.8462466,-1.562542E+02,-0.774604,9.34099e-06
50000,1.3541,-1.685053E+02,-1.326941,1.17962e-05
50000,2.726567,-1.740915E+02,-2.712082,1.134085e-05
50000,6.800481,-1.778808E+02,-6.79583,1.265758e-05
50000,53.35547,+1.503208E+02,-46.35585,-1.204871e-07
50000,2.766259,-1.727610E+02,-2.744209,9.131794e-06
50000,1.703502,-1.630926E+02,-1.62987,6.425012e-06
50000,0.9628668,-1.576076E+02,-0.8902635,8.677982e-06
50000,0.7933489,-1.568024E+02,-0.7292082,1.018584e-05
50000,0.6045535,-1.422341E+02,-0.4779114,8.597145e-06
50000,0.5814305,-1.509440E+02,-0.5082545,1.127238e-05
50000,0.5480955,-1.513813E+02,-0.481133,1.212491e-05
50000,0.6897524,-1.553219E+02,-0.6267556,1.105297e-05
50000,0.9605265,-1.659254E+02,-0.9316913,1.36271e-05
50000,1.591646,-1.705459E+02,-1.570027,1.217526e-05
50000,2.703637,-1.732281E+02,-2.684775,9.984551e-06
50000,7.228123,+1.775469E+02,-7.221499,-1.02887e-05
50000,50.61137,+1.609158E+02,-47.82973,-1.923584e-07
50000,2.914225,-1.702825E+02,-2.872412,6.471148e-06
50000,1.350299,-1.628281E+02,-1.290107,7.984488e-06
