freq [Hz],Z [Ohm],Phase,R [Ohm],X [Ohm]
50000,148.3434,-5.313624E+00,147.7059,2.317056e-07
50000,62.42774,-9.109250E-01,62.41985,3.207235e-06
50000,33.11208,-9.200420E-01,33.10781,5.986836e-06
50000,10.55303,-3.752558E+00,10.5304,4.608704e-06
50000,7.892711,-1.715286E+02,-7.806598,2.737632e-06
50000,28.72353,-1.781779E+02,-28.709,3.485344e-06
50000,56.48396,-1.797578E+02,-56.48346,1.333148e-05
50000,143.105,+1.752933E+02,-142.6224,-2.710778e-07
50000,59.93372,+1.799255E+02,-59.93367,-4.08522e-05
50000,30.85073,-1.789477E+02,-30.84552,5.618173e-06
50000,8.357027,-1.779231E+02,-8.351537,1.050989e-05
50000,9.975024,+7.554724E-01,9.974157,-2.420208e-05
50000,30.90299,-2.134989E-01,30.90278,2.764252e-05
50000,58.79162,-6.032737E-01,58.78836,5.142224e-06
50000,144.5123,-6.611651E+00,143.5512,1.913032e-07
50000,62.41073,-7.011068E-01,62.40606,4.16812e-06
50000,30.44509,-1.682339E+00,30.43196,3.561266e-06
50000,10.51107,-7.360842E+00,10.42444,2.363708e-06
50000,8.832098,-1.744714E+02,-8.791013,3.740821e-06
50000,29.34022,-1.792327E+02,-29.33759,8.101085e-06
50000,60.93663,-1.799556E+02,-60.93661,6.742781e-05
50000,140.7756,+1.738640E+02,-139.9691,-2.115388e-07
50000,59.91509,-1.795823E+02,-59.9135,7.287904e-06
50000,28.15915,-1.796395E+02,-28.1586,1.796477e-05
50000,8.192597,+1.781047E+02,-8.188115,-1.174757e-05
50000,10.9817,-1.266805E+00,10.97901,1.311079e-05
50000,31.5683,-9.924565E-01,31.56356,5.821459e-06
50000,63.28124,-8.333048E-01,63.27454,3.458671e-06
50000,146.3346,-1.065757E+01,143.8103,1.176183e-07
50000,57.63068,-1.305291E+00,57.61572,2.424652e-06
50000,30.60697,-2.348917E+00,30.58125,2.537502e-06
50000,9.875349,-4.061984E+00,9.850542,4.550363e-06
50000,8.879289,-1.775132E+02,-8.870927,8.262151e-06
50000,31.16557,-1.794397E+02,-31.16408,1.044426e-05
50000,59.4222,+1.794888E+02,-59.41984,-6.003896e-06
50000,142.6849,+1.697359E+02,-140.4015,-1.251989e-07
