freq [Hz],Z [Ohm],Phase,R [Ohm],X [Ohm]
50000,33.90747,-9.406824E-01,33.90291,5.718127e-06
50000,52.02954,-8.766620E-01,52.02344,3.998597e-06
50000,65.57129,-9.195031E-01,65.56285,3.024993e-06
50000,71.94574,+2.741005E-02,71.94573,-9.248214e-05
50000,77.27237,-4.900852E-01,77.26954,4.815953e-06
50000,77.73807,-4.190905E-01,77.73599,5.598028e-06
50000,80.97529,-4.343340E-01,80.97297,5.185618e-06
50000,79.56211,-9.697399E-01,79.55072,2.363915e-06
50000,78.01876,-4.966906E-01,78.01583,4.706447e-06
50000,68.88892,-7.611966E-01,68.88284,3.478078e-06
50000,63.91416,-1.154793E+00,63.90118,2.471161e-06
50000,52.3249,-1.049025E+00,52.31613,3.322789e-06
50000,35.0531,-1.458748E+00,35.04174,3.567081e-06
50000,33.4467,-1.884411E+00,33.42861,2.894158e-06
50000,53.02364,-1.510746E+00,53.00521,2.276995e-06
50000,62.8877,-3.341341E-01,62.88663,8.67938e-06
50000,70.80145,-8.916367E-01,70.79288,2.889084e-06
50000,73.29847,-7.995130E-01,73.29133,3.112192e-06
50000,78.43462,-8.219583E-01,78.42655,2.828981e-06
50000,78.72459,-1.361171E+00,78.70237,1.702122e-06
50000,78.92346,-9.214709E-01,78.91325,2.507862e-06
50000,71.88577,-1.298883E+00,71.8673,1.953426e-06
50000,69.62393,-1.538179E+00,69.59884,1.703176e-06
50000,61.55434,-1.405447E+00,61.53582,2.108353e-06
50000,50.30667,-1.649823E+00,50.28582,2.197707e-06
50000,30.66125,-2.466335E+00,30.63285,2.412487e-06
50000,34.84555,-1.796410E+00,34.82842,2.914011e-06
50000,50.94809,-1.887386E-01,50.94781,1.89664e-05
50000,62.53719,-8.735579E-01,62.52992,3.338563e-06
50000,67.78067,-7.672826E-01,67.77459,3.50691e-06
50000,75.12909,-7.965460E-01,75.12183,3.047669e-06
50000,77.31847,-1.351233E+00,77.29697,1.745821e-06
50000,79.23332,-9.416929E-01,79.22261,2.444416e-06
50000,74.1828,-1.200036E+00,74.16653,2.048835e-06
50000,74.13932,-1.285960E+00,74.12065,1.913081e-06
50000,68.78555,-1.038577E+00,68.77425,2.553057e-06
50000,61.36962,-1.044523E+00,61.35942,2.845283e-06
50000,48.32583,-1.239784E+00,48.31451,3.044256e-06
50000,33.92594,-1.152488E+00,33.91907,4.664807e-06
50000,32.42782,-6.524098E-01,32.42571,8.620729e-06
50000,50.60084,-1.493847E+00,50.58364,2.413005e-06
50000,59.80362,-1.235525E+00,59.78972,2.468467e-06
50000,69.92113,-1.220908E+00,69.90526,2.136555e-06
50000,74.25918,-1.812714E+00,74.22202,1.355083e-06
50000,78.07721,-1.253863E+00,78.05851,1.863087e-06
50000,74.97514,-1.422025E+00,74.95205,1.710775e-06
50000,77.01342,-1.430874E+00,76.98941,1.655198e-06
50000,73.81539,-1.057650E+00,73.80282,2.336192e-06
50000,69.07874,-1.097438E+00,69.06607,2.405886e-06
50000,60.03715,-1.226367E+00,60.02339,2.477225e-06
50000,52.11621,-1.094123E+00,52.10671,3.198603e-06
50000,33.50989,-2.336973E+00,33.48202,2.32952e-06
50000,34.8724,-3.385179E+00,34.81156,1.545831e-06
50000,50.63619,-2.207295E+00,50.59862,1.632146e-06
50000,64.60056,-1.929213E+00,64.56394,1.463654e-06
50000,71.61531,-2.298411E+00,71.55769,1.108296e-06
50000,77.51879,-1.588765E+00,77.48899,1.481023e-06
50000,76.38216,-1.674557E+00,76.34954,1.426077e-06
