freq [Hz],Z [Ohm],Phase,R [Ohm],X [Ohm]
100000,144.8769,-7.426979E+00,143.6614,8.498621e-08
100000,61.95319,-5.894061E+00,61.62568,2.501674e-07
100000,32.75526,-5.636510E+00,32.59689,4.947117e-07
100000,10.42067,-8.392975E+00,10.30906,1.046371e-06
100000,8.135554,-1.775409E+02,-8.128062,4.559365e-06
100000,29.58642,+1.748978E+02,-29.46919,-6.048795e-07
100000,59.95954,+1.716470E+02,-59.32348,-1.827181e-07
100000,141.4805,+1.729797E+02,-140.4198,-9.203977e-08
100000,59.62526,+1.750646E+02,-59.40419,-3.102597e-07
100000,30.6564,+1.764316E+02,-30.59696,-8.341097e-07
100000,8.390697,+1.782247E+02,-8.38667,-6.122619e-06
100000,10.0805,-5.258949E+00,10.03807,1.722549e-06
100000,31.66612,-7.096930E+00,31.42351,4.068071e-07
100000,62.22391,-9.186398E+00,61.42584,1.602148e-07
100000,138.7887,-7.633249E+00,137.5589,8.633058e-08
100000,62.54079,-6.498512E+00,62.13895,2.248521e-07
100000,32.13795,-1.034349E+01,31.61568,2.758156e-07
100000,12.92052,-2.216177E+01,11.96599,3.265441e-07
100000,7.524077,-1.632456E+02,-7.204674,7.33783e-07
100000,29.748,+1.747534E+02,-29.62337,-5.850805e-07
100000,66.13523,+1.699951E+02,-65.12951,-1.385188e-07
100000,135.5613,+1.727845E+02,-134.4878,-9.347338e-08
100000,60.2585,+1.744646E+02,-59.97751,-2.738132e-07
100000,29.99432,+1.713008E+02,-29.64926,-3.508266e-07
100000,10.65472,+1.602389E+02,-10.02727,-4.418087e-07
100000,9.152047,+5.501423E+00,9.109891,-1.813915e-06
100000,31.84058,-7.054944E+00,31.59951,4.069735e-07
100000,68.42267,-1.070705E+01,67.23143,1.251997e-07
100000,136.9739,-9.297366E+00,135.1745,7.192048e-08
100000,57.78735,-7.699454E+00,57.26637,2.055692e-07
100000,32.79989,-1.209280E+01,32.07205,2.316181e-07
100000,13.29477,-2.227996E+01,12.30221,3.157536e-07
100000,7.516111,-1.655553E+02,-7.278519,8.488913e-07
100000,33.50765,+1.718109E+02,-33.16598,-3.334572e-07
100000,62.61563,+1.710304E+02,-61.84991,-1.630276e-07
100000,133.3969,+1.711905E+02,-131.8232,-7.79041e-08
100000,65.50348,+1.722770E+02,-64.90931,-1.808033e-07
100000,30.66987,+1.691824E+02,-30.12485,-2.76492e-07
100000,11.08211,+1.596812E+02,-10.39253,-4.135843e-07
100000,9.199612,+5.101295E+00,9.163173,-1.945659e-06
100000,35.57892,-9.503512E+00,35.09062,2.709312e-07
100000,64.78757,-9.610339E+00,63.87833,1.471468e-07
100000,131.5507,-6.087988E+00,130.8088,1.140758e-07
100000,61.051,-6.744243E+00,60.62854,2.219832e-07
100000,34.4579,-1.041706E+01,33.88996,2.554488e-07
100000,14.1347,-1.767982E+01,13.4671,3.707595e-07
100000,9.87479,+1.727079E+02,-9.794921,-1.269792e-06
100000,32.0335,+1.686212E+02,-31.40385,-2.518251e-07
100000,58.91974,+1.719311E+02,-58.33644,-1.924444e-07
100000,127.7568,+1.739939E+02,-127.0555,-1.190592e-07
100000,58.8642,+1.740931E+02,-58.55166,-2.627271e-07
100000,32.31914,+1.710410E+02,-31.92485,-3.162249e-07
100000,11.97615,+1.644224E+02,-11.53624,-4.948685e-07
100000,11.88713,-1.142101E+01,11.65175,6.76147e-07
100000,34.06888,-1.249023E+01,33.26257,2.16003e-07
100000,60.9453,-8.793403E+00,60.22895,1.708252e-07
100000,136.3823,-4.869152E+00,135.8901,1.374847e-07
100000,61.996,-6.208738E+00,61.63236,2.373701e-07
100000,35.02112,-9.733144E+00,34.51702,2.688131e-07
100000,10.11316,-6.113257E+00,10.05565,1.477773e-06
100000,11.07386,+1.568945E+02,-10.18556,-3.662379e-07
100000,31.60026,+1.674129E+02,-30.84077,-2.311142e-07
100000,56.93222,+1.726518E+02,-56.46465,-2.185731e-07
100000,133.2734,+1.755555E+02,-132.8726,-1.54102e-07
100000,59.75197,+1.747396E+02,-59.50031,-2.905225e-07
100000,32.86853,+1.717881E+02,-32.53151,-3.390071e-07
100000,8.137415,-1.790665E+02,-8.136335,1.20049e-05
100000,13.25725,-2.442834E+01,12.07045,2.90291e-07
100000,33.62931,-1.376426E+01,32.66357,1.989104e-07
100000,58.88178,-8.240230E+00,58.27388,1.885909e-07
100000,142.2554,-6.862839E+00,141.2361,9.362874e-08
100000,64.07943,-7.316873E+00,63.55763,1.950202e-07
100000,31.82923,-6.758080E+00,31.60807,4.249138e-07
100000,9.420961,+1.312839E+01,9.17473,-7.437774e-07
100000,12.06479,+1.554989E+02,-10.97839,-3.180936e-07
100000,31.10732,+1.693491E+02,-30.57139,-2.768202e-07
100000,60.1617,+1.735301E+02,-59.77854,-2.34772e-07
100000,138.8216,+1.736530E+02,-137.9707,-1.037064e-07
100000,61.70163,+1.736686E+02,-61.32529,-2.338987e-07
100000,29.71877,+1.753290E+02,-29.62007,-6.576377e-07
100000,8.016524,-1.552769E+02,-7.281726,4.746958e-07
100000,14.19394,-2.578005E+01,12.78122,2.578163e-07
100000,33.09347,-1.210322E+01,32.35785,2.293687e-07
100000,62.17889,-7.325077E+00,61.67143,2.007573e-07
100000,145.3436,-7.267926E+00,144.1758,8.655692e-08
100000,62.89667,-8.366336E+00,62.22733,1.739099e-07
100000,32.04704,-5.004432E+00,31.92487,5.693148e-07
100000,8.832641,+9.051007E+00,8.722663,-1.145416e-06
100000,10.68699,+1.625123E+02,-10.19305,-4.955853e-07
100000,32.36691,+1.719785E+02,-32.05023,-3.523756e-07
100000,59.81157,+1.745221E+02,-59.53841,-2.78742e-07
100000,142.2318,+1.730629E+02,-141.1906,-9.264658e-08
100000,60.51854,+1.725406E+02,-60.00637,-2.025711e-07
100000,30.04769,+1.768180E+02,-30.00137,-9.542453e-07
100000,7.349954,-1.608922E+02,-6.945005,6.614982e-07
100000,12.66445,-1.975242E+01,11.91929,3.718547e-07
100000,34.2357,-9.272167E+00,33.78838,2.885224e-07
100000,61.77373,-6.290865E+00,61.40176,2.351265e-07
100000,145.4139,-9.232918E+00,143.53,6.821487e-08
100000,67.54435,-9.155362E+00,66.68387,1.480907e-07
100000,33.96049,-7.927757E+00,33.63592,3.397857e-07
100000,11.85384,-8.027606E+00,11.73768,9.614339e-07
100000,8.935189,+1.785981E+02,-8.932514,-7.280345e-06
100000,29.19194,+1.766906E+02,-29.14326,-9.444426e-07
100000,57.77354,+1.751227E+02,-57.56434,-3.240071e-07
100000,142.8597,+1.713677E+02,-141.2414,-7.422469e-08
100000,65.1328,+1.715474E+02,-64.42531,-1.662377e-07
100000,31.90693,+1.733220E+02,-31.69046,-4.289403e-07
100000,9.971283,+1.760793E+02,-9.947946,-2.334338e-06
100000,10.71499,-6.165019E+00,10.65302,1.383105e-06
100000,31.07026,-4.848187E+00,30.95909,6.060898e-07
100000,59.77849,-5.665191E+00,59.48652,2.697063e-07
100000,146.3075,-8.582861E+00,144.669,7.289025e-08
100000,63.99135,-8.019843E+00,63.3655,1.782685e-07
100000,34.57156,-9.868318E+00,34.06005,2.686148e-07
100000,12.46249,-1.950641E+01,11.74719,3.824574e-07
100000,7.208238,-1.542459E+02,-6.492223,5.081495e-07
100000,26.81406,-1.782655E+02,-26.80178,1.961022e-06
100000,55.42053,+1.760595E+02,-55.28951,-4.178886e-07
100000,141.7268,+1.720672E+02,-140.3705,-8.136757e-08
100000,61.72776,+1.726594E+02,-61.22185,-2.017992e-07
100000,32.53755,+1.713525E+02,-32.16766,-3.253245e-07
100000,10.46503,+1.622087E+02,-9.964542,-4.977324e-07
100000,8.581367,+1.471424E+01,8.299938,-7.301849e-07
100000,28.63379,-3.252448E-01,28.63333,9.79165e-06
100000,57.47602,-4.794949E+00,57.27486,3.312678e-07
100000,139.9246,-6.598210E+00,138.9978,9.89881e-08
100000,61.41659,-6.637908E+00,61.00488,2.241805e-07
100000,32.30136,-1.120456E+01,31.68569,2.535704e-07
100000,13.65593,-2.456779E+01,12.41965,2.80315e-07
100000,6.605471,-1.465064E+02,-5.508617,4.366168e-07
100000,26.14362,-1.790683E+02,-26.14016,3.743879e-06
100000,59.30931,+1.747638E+02,-59.0618,-2.940399e-07
100000,136.6957,+1.737406E+02,-135.8808,-1.067866e-07
100000,59.29185,+1.741282E+02,-58.98077,-2.62385e-07
100000,30.31093,+1.699034E+02,-29.84152,-2.995147e-07
100000,11.6291,+1.560405E+02,-10.62706,-3.37017e-07
100000,7.757612,+2.027225E+01,7.277081,-5.921232e-07
100000,28.00321,-9.922312E-01,27.99901,3.282039e-06
100000,61.39804,-6.048473E+00,61.05624,2.460081e-07
100000,138.9275,-6.951910E+00,137.9061,9.464914e-08
100000,58.20901,-6.429012E+00,57.84295,2.441856e-07
100000,32.53031,-1.032593E+01,32.00345,2.729473e-07
100000,13.64336,-1.790489E+01,12.98259,3.794384e-07
100000,5.7887,-1.590454E+02,-5.405858,7.687884e-07
100000,29.39362,+1.751678E+02,-29.28915,-6.427752e-07
100000,57.77578,+1.734886E+02,-57.40308,-2.429158e-07
100000,135.8059,+1.734159E+02,-134.9102,-1.02208e-07
100000,56.11637,+1.743751E+02,-55.84616,-2.89361e-07
100000,30.57581,+1.709445E+02,-30.19472,-3.307195e-07
100000,11.69071,+1.640365E+02,-11.23988,-4.950024e-07
100000,7.240886,+9.046330E+00,7.150821,-1.397927e-06
100000,31.32963,-6.469051E+00,31.13015,4.508894e-07
100000,59.80386,-7.309168E+00,59.3179,2.091819e-07
100000,137.1142,-8.911907E+00,135.4589,7.49277e-08
100000,59.33363,-5.485131E+00,59.06194,2.806199e-07
100000,32.73929,-7.711429E+00,32.44321,3.622852e-07
100000,13.11712,-1.330581E+01,12.765,5.271978e-07
100000,8.861351,+1.748533E+02,-8.825625,-2.002157e-06
100000,30.19169,+1.715563E+02,-29.86443,-3.589989e-07
100000,58.07686,+1.737390E+02,-57.73046,-2.512821e-07
100000,134.5726,+1.717678E+02,-133.1859,-8.25973e-08
100000,57.26297,+1.754764E+02,-57.0846,-3.524028e-07
100000,30.84945,+1.738075E+02,-30.66944,-4.782748e-07
100000,11.18993,+1.698193E+02,-11.01374,-8.046837e-07
100000,10.81424,-1.031949E+01,10.63931,8.215596e-07
100000,32.12721,-1.003156E+01,31.63605,2.843951e-07
100000,60.05021,-7.074091E+00,59.5931,2.152095e-07
100000,141.7138,-9.646355E+00,139.7101,6.702255e-08
100000,60.59231,-4.281269E+00,60.42323,3.518496e-07
100000,33.60314,-6.565951E+00,33.38273,4.142059e-07
100000,10.25859,-1.317524E+00,10.25588,6.747372e-06
100000,9.702887,+1.575412E+02,-8.966968,-4.293731e-07
100000,29.81178,+1.691012E+02,-29.27406,-2.823572e-07
100000,54.29271,+1.737490E+02,-53.9699,-2.69223e-07
100000,138.5126,+1.707163E+02,-136.6983,-7.122558e-08
100000,58.54933,+1.765100E+02,-58.44075,-4.465459e-07
100000,31.66368,+1.747174E+02,-31.5292,-5.459495e-07
100000,8.491746,-1.749170E+02,-8.458351,2.115425e-06
100000,11.71802,-2.376589E+01,10.72433,3.370235e-07
100000,31.72425,-1.201598E+01,31.02916,2.409797e-07
100000,56.17845,-7.066073E+00,55.75177,2.303013e-07
100000,135.4513,-7.737539E+00,134.2181,8.727253e-08
100000,61.21078,-4.978790E+00,60.97983,2.995971e-07
100000,30.04556,-3.033960E+00,30.00345,1.000819e-06
100000,9.309141,+1.582537E+01,8.9563,-6.269247e-07
100000,11.24318,+1.573820E+02,-10.37846,-3.68077e-07
100000,29.64295,+1.710180E+02,-29.27944,-3.438956e-07
100000,57.69261,+1.750318E+02,-57.47585,-3.185434e-07
100000,133.6875,+1.729423E+02,-132.6745,-9.689145e-08
100000,67.04819,+1.722150E+02,-66.43023,-1.752413e-07
100000,28.1017,+1.787635E+02,-28.09516,-2.624419e-06
100000,7.953854,-1.536835E+02,-7.129509,4.513533e-07
100000,13.26655,-2.359177E+01,12.15773,2.997549e-07
100000,31.58021,-1.025303E+01,31.07591,2.831366e-07
100000,59.64247,-5.748713E+00,59.34251,2.664069e-07
100000,139.7977,-6.172160E+00,138.9873,1.058878e-07
100000,57.6606,-4.051353E+00,57.51651,3.906838e-07
100000,29.1906,+3.897178E-01,29.18992,-8.015912e-06
100000,7.992407,+1.930713E+01,7.542912,-6.022794e-07
100000,11.05854,+1.607059E+02,-10.43743,-4.355722e-07
100000,31.83182,+1.721156E+02,-31.53092,-3.644908e-07
100000,58.15283,+1.751058E+02,-57.9408,-3.207884e-07
100000,136.5628,+1.742080E+02,-135.8656,-1.154833e-07
100000,55.46361,+1.769584E+02,-55.38547,-5.408009e-07
100000,27.26149,-1.771544E+02,-27.22788,1.175979e-06
100000,6.823352,-1.465600E+02,-5.693835,4.232728e-07
100000,13.17046,-2.151532E+01,12.25274,3.29495e-07
100000,33.82512,-9.345969E+00,33.37611,2.897389e-07
100000,60.23432,-5.834079E+00,59.92233,2.599424e-07
100000,139.458,-6.521318E+00,138.5557,1.004852e-07
100000,60.53685,-3.963763E+00,60.39205,3.80331e-07
100000,29.60189,-5.506035E-01,29.60052,5.594884e-06
100000,9.268439,+1.025622E+01,9.120343,-9.644301e-07
100000,11.22223,+1.648247E+02,-10.83091,-5.417724e-07
100000,30.93319,+1.723064E+02,-30.65474,-3.843228e-07
100000,59.41515,+1.733439E+02,-59.01467,-2.311008e-07
100000,137.5048,+1.735419E+02,-136.6323,-1.029061e-07
100000,58.20804,+1.770214E+02,-58.1294,-5.261873e-07
100000,27.61975,-1.782247E+02,-27.6065,1.859991e-06
